# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 
 !  115.1   5.7   7.1e-32       165       341 ..         2       200 .]         1       200 []       200    0.85

>> NODE_559215_length_119_cov_93.642857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  114.7   4.1   8.8e-32       821       937 ..       118         2 ..       119         1 ..       119    0.98

>> NODE_559111_length_122_cov_4.488889  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  113.9   8.2   1.5e-31       290       409 ..         2       121 ..         1       122 []       122    0.98

>> NODE_45191_length_913_cov_4.093301  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  113.5   6.8     2e-31      1336      1515 ..       912       731 ..       913       722 ..       913    0.94

>> NODE_559001_length_126_cov_4.122449  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  112.4   1.7   4.6e-31      1248      1372 ..       126         1 ..       126         1 ..       126    0.99

>> NODE_559104_length_122_cov_24.733333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  111.4   3.9   9.2e-31       862       972 ..       122        12 ..       122         2 ..       122    0.95

>> NODE_556544_length_252_cov_3.680000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  111.1   7.9   1.1e-30      1339      1515 ..       252        76 ..       252        68 ..       252    0.97

>> NODE_218658_length_520_cov_1.063205  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  110.6   3.1   1.6e-30        28       199 ..       282       468 ..       261       493 ..       520    0.83

>> NODE_559833_length_104_cov_13.518519  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  110.4   4.5   1.8e-30       851       954 ..       104         1 ..       104         1 ..       104    0.99

>> NODE_558112_length_157_cov_3.975000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  110.3   6.1   1.9e-30       487       642 ..       157         2 ..       157         1 ..       157    0.99

>> NODE_559299_length_118_cov_3.634146  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  109.3   8.0   3.9e-30       319       436 ..         1       118 []         1       118 []       118    0.98

>> NODE_557606_length_185_cov_1.333333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  109.2   6.9   4.2e-30      1339      1514 ..         3       180 ..         1       185 []       185    0.94

>> NODE_557705_length_179_cov_3.156863  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  108.9   5.0   5.2e-30      1342      1514 ..       179         7 ..       179         2 ..       179    0.97

>> NODE_558741_length_135_cov_7.086207  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  108.5   3.4   6.8e-30      1066      1200 ..       135         1 ..       135         1 ..       135    0.97

>> NODE_177483_length_562_cov_3.041237  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  107.7   6.2   1.2e-29        43       335 ..       251       556 ..       226       561 ..       562    0.81

>> NODE_331473_length_446_cov_0.634146  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  107.4  18.0   1.4e-29       759      1224 ..       446         2 ..       446         1 ..       446    0.82

>> NODE_558180_length_155_cov_7.833333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  105.7   3.3   4.8e-29       413       543 ..       155         1 ..       155         1 ..       155    0.92

>> NODE_558254_length_154_cov_5.168831  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  105.6   6.7     5e-29       490       642 ..         1       153 [.         1       154 []       154    0.99

>> NODE_560002_length_102_cov_4.080000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  105.5   5.7   5.6e-29       851       952 ..       102         1 ..       102         1 ..       102    0.99

>> NODE_558939_length_128_cov_2.549020  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  103.8   4.7   1.8e-28       487       613 ..         1       127 [.         1       128 []       128    0.98

>> NODE_559324_length_117_cov_5.750000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  103.1   1.9   2.8e-28      1258      1372 ..       116         1 ..       117         1 ..       117    0.98

>> NODE_559088_length_123_cov_6.086957  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  101.2   4.9   1.1e-27       459       580 ..         2       123 .]         1       123 []       123    0.98

>> NODE_558162_length_155_cov_14.961538  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  100.8   6.8   1.4e-27       379       508 ..       154         1 ..       155         1 ..       155    0.92

>> NODE_560397_length_96_cov_8.736842  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   99.7   4.6     3e-27       859       954 ..         1        96 []         1        96 []        96    0.99

>> NODE_559667_length_108_cov_59.935484  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   98.4   6.9   7.5e-27       270       376 ..         2       108 .]         1       108 []       108    0.99

>> NODE_559168_length_121_cov_9.977273  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   97.9   6.7   1.1e-26       338       451 ..         1       114 [.         1       120 [.       121    0.98

>> NODE_558677_length_137_cov_24.300000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   97.3   3.2   1.7e-26       880      1010 ..       137         6 ..       137         1 ..       137    0.90

>> NODE_557864_length_170_cov_2.731183  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   96.0   6.5   4.1e-26      1343      1506 ..       170         4 ..       170         1 ..       170    0.94

>> NODE_559943_length_103_cov_18.961538  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   94.4   1.7   1.2e-25      1271      1372 ..         1       103 []         1       103 []       103    0.99

>> NODE_559701_length_107_cov_4.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   91.6   7.7   8.8e-25       330       435 ..         1       106 [.         1       107 []       107    0.98

>> NODE_559166_length_121_cov_41.227273  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   90.9  10.0   1.4e-24       642       759 ..         2       120 ..         1       121 []       121    0.96

>> NODE_560679_length_93_cov_35.500000  
